WOJ;POW;GMI;RODZ_GMI;RM;MZ;NMST;NMSK;SYMBM;SYMSTAT;NAZWA;SYM;SYMPOD;STAN_NA
06;19;07;2;00;1;11;003;2;0110527;Podkraje;0993811;0110527;2024-01-01
06;19;07;2;00;1;15;003;2;0110645;Zadwórki;0993834;0110645;2024-01-01
06;19;07;2;00;1;16;002;2;0110668;Myściowyki;0993840;0110668;2024-01-01
06;19;07;2;00;1;16;003;2;0110668;Ośrodek;0993857;0110668;2024-01-01
06;19;07;2;00;1;16;004;2;0110668;Popówka;0993863;0110668;2024-01-01
06;08;07;2;00;1;19;002;2;0384756;Babiwoda;0993870;0384756;2024-01-01
06;08;07;2;00;1;04;002;2;0384584;Grąd;0993886;0384584;2024-01-01
06;08;07;2;00;1;04;003;2;0384584;Trzecie Pole;0993917;0384584;2024-01-01
06;08;07;2;00;1;05;002;2;0384590;Za Wieprzem;0993923;0384590;2024-01-01
06;18;06;5;00;1;02;002;2;0893630;Dobug;0893647;0893630;2024-01-01
06;18;06;5;00;1;02;003;2;0893630;Podstawisko;0893653;0893630;2024-01-01
06;18;06;5;00;1;02;004;2;0893630;Rowy;0893660;0893630;2024-01-01
06;18;06;5;00;1;08;002;2;0893720;Wygody;0893736;0893720;2024-01-01
06;18;06;5;00;1;12;002;2;0893802;Bajówka;0893819;0893802;2024-01-01
06;18;06;5;00;1;12;003;2;0893802;Felówka;0893825;0893802;2024-01-01
06;18;06;5;00;1;12;004;2;0893802;Podpole;0893831;0893802;2024-01-01
06;18;06;5;00;1;13;002;2;0893848;Dół;0893854;0893848;2024-01-01
06;18;06;5;00;1;13;003;2;0893848;Góra;0893860;0893848;2024-01-01
06;18;06;5;00;1;20;002;2;0893966;Kolonia Podlodów;0893972;0893966;2024-01-01
06;18;06;5;00;1;20;003;2;0893966;Kolonia Podlodów Drugi;0893989;0893966;2024-01-01
06;18;06;5;00;1;20;004;2;0893966;Krasoniówka;0893995;0893966;2024-01-01
06;18;06;5;00;1;20;005;2;0893966;Kulikówka;0894003;0893966;2024-01-01
06;18;06;5;00;1;20;006;2;0893966;Ozdobówka;0894010;0893966;2024-01-01
06;18;06;5;00;1;21;002;2;0894026;Gościniec;0894032;0894026;2024-01-01
06;18;06;5;00;1;21;003;2;0894026;Podbłotek;0894049;0894026;2024-01-01
06;18;06;5;00;1;24;002;2;0894090;Mielniki;0894109;0894090;2024-01-01
06;18;06;5;00;1;24;003;2;0894090;Nadłącze;0894115;0894090;2024-01-01
06;18;06;5;00;1;24;004;2;0894090;Śluza;0894121;0894090;2024-01-01
06;18;06;5;00;1;25;002;2;0894138;Czteropolówka;0894144;0894138;2024-01-01
06;18;06;5;00;1;25;003;2;0894138;Sachalin;0894150;0894138;2024-01-01
06;18;06;5;00;1;25;004;2;0894138;Wirla;0894167;0894138;2024-01-01
06;18;06;5;00;1;27;002;2;0894180;Korea;0894196;0894180;2024-01-01
06;03;02;2;00;1;02;002;2;0100990;Bogdanówka;0101008;0100990;2024-01-01
06;03;02;2;00;1;08;002;2;0101072;Zaniże;0101089;0101072;2024-01-01
06;01;18;2;00;1;09;006;2;1061593;Bychanie;0021870;1061601;2024-01-01
06;15;08;2;00;1;01;002;2;0022119;Górne;0022125;0022119;2024-01-01
06;15;08;2;00;1;07;005;2;0022332;Dołbów;0022378;0022332;2024-01-01
06;15;08;2;00;1;07;007;2;0022332;Lipiec;0022390;0022332;2024-01-01
06;15;08;2;00;1;07;008;2;0022332;Piszczyny;0022415;0022332;2024-01-01
06;15;08;2;00;1;07;009;2;0022332;Przeciętka;0022421;0022332;2024-01-01
06;15;08;2;00;1;07;010;2;0022332;Wygon;0022438;0022332;2024-01-01
06;01;13;2;00;1;04;002;2;0018655;Zabitnik;1022529;0018655;2024-01-01
06;09;08;2;00;1;01;002;2;0383426;Pietrzakowizna;1065148;0383426;2024-01-01
06;11;03;2;00;1;01;002;2;0667891;Łapiguz;1065154;0667891;2024-01-01
06;11;03;2;00;1;01;003;2;0667891;Praga;1065177;0667891;2024-01-01
06;01;04;2;00;1;06;003;2;0011699;Za Groblą;0011713;0011699;2024-01-01
06;15;06;2;00;1;18;002;2;0018164;Kolonia Amerykańska;0017928;0018164;2024-01-01
06;01;14;2;00;1;04;003;2;0019560;Wydymka;0019703;0019560;2024-01-01
06;18;07;2;00;1;08;002;2;0896781;Horoszcze;0896798;0896781;2024-01-01
06;20;13;5;00;1;02;005;2;0900620;Stare Brody;0900637;0900620;2024-01-01
06;20;13;5;00;1;02;002;2;0900620;Chałupki;0900643;0900620;2024-01-01
06;20;13;5;00;1;02;003;2;0900620;Kępa;0900650;0900620;2024-01-01
06;20;13;5;00;1;02;004;2;0900620;Marynówka;0900666;0900620;2024-01-01
06;05;07;2;00;1;01;002;2;0803816;Popielarnia;1064580;0803816;2024-01-01
06;05;07;2;00;1;02;002;2;0803839;Popielarnia;1064597;0803839;2024-01-01
06;05;07;2;00;1;08;002;2;0803963;Popielarnia;1064605;0803963;2024-01-01
06;14;02;2;00;1;02;002;2;0378276;Kolonia Czołna;0378282;0378276;2024-01-01
06;09;05;2;00;1;04;002;2;0381002;Kolonia Dominów;0381019;0381002;2024-01-01
06;09;05;2;00;1;10;002;2;0381060;Leśniczówka Skrzynice;0381077;0381060;2024-01-01
06;09;07;2;00;1;06;003;2;0381491;Kolonia Ożarów;0381516;0381491;2024-01-01
06;09;07;2;00;1;08;002;2;0381539;Kolonia Miłocin;0381545;0381539;2024-01-01
06;09;07;2;00;1;18;002;2;0381686;Kolonia Sieprawice;0381692;0381686;2024-01-01
06;14;04;5;00;1;08;002;2;0383113;Kolonia Zbędowice;0383120;0383113;2024-01-01
06;12;04;2;00;1;02;003;2;0385106;Kolonia Głodno;0385129;0385106;2024-01-01
06;17;02;2;00;1;08;002;2;0385833;Gajówka Krzesimów;0385840;0385833;2024-01-01
06;10;04;2;00;1;12;002;2;0386436;Kolonia Łańcuchów;0386442;0386436;2024-01-01
06;09;10;2;00;1;04;003;2;0386761;Kolonia Krężnica Jara;0386784;0386761;2024-01-01
06;09;11;2;00;1;03;002;2;0387418;Kolonia Ciecierzyn;0387424;0387418;2024-01-01
06;09;11;2;00;1;15;002;2;0387588;Kolonia Nasutów;0387594;0387588;2024-01-01
06;10;05;2;00;1;04;002;2;0389720;Kolonia Ciechanki;0389736;0389720;2024-01-01
06;02;04;2;00;1;01;004;2;0886469;Folwark;0886475;0886469;2024-01-01
06;02;04;2;00;1;01;005;2;0886469;Glinki;0886481;0886469;2024-01-01
06;02;04;2;00;1;01;006;2;0886469;Koniec;0886498;0886469;2024-01-01
06;02;04;2;00;1;01;007;2;0886469;Kopytek;0886506;0886469;2024-01-01
06;02;04;2;00;1;01;008;2;0886469;Kucharze;0886512;0886469;2024-01-01
06;02;04;2;00;1;01;009;2;0886469;Plebania;0886529;0886469;2024-01-01
06;02;04;2;00;1;01;010;2;0886469;Podmajdanie;0886535;0886469;2024-01-01
06;02;04;2;00;1;01;011;2;0886469;Za Mechlowym Wygonem;0886541;0886469;2024-01-01
06;02;04;2;00;1;01;012;2;0886469;Żyły;0886558;0886469;2024-01-01
06;09;15;2;00;1;18;002;2;0905623;Cegielnia;0905400;0905623;2024-01-01
06;08;06;5;00;1;06;004;2;0383225;Granice;0383248;0383225;2024-01-01
06;08;06;5;00;1;06;005;2;0383225;Nadstaw;0383254;0383225;2024-01-01
06;08;06;5;00;1;06;006;2;0383225;Starowieś;0383260;0383225;2024-01-01
06;17;04;2;00;1;01;003;2;0390219;Popów;0390225;0390219;2024-01-01
06;12;03;2;00;1;11;003;2;0382958;Wydzirów;1065214;0382964;2024-01-01
06;10;05;2;00;1;08;002;2;0389771;Konkoraty;0102284;0389771;2024-01-01
06;19;06;2;00;1;08;002;2;0109814;Dubnik;0109820;0109814;2024-01-01
06;19;06;2;00;1;14;002;2;1062865;Żłobek Mały;0109903;1062865;2024-01-01
06;18;07;2;00;1;05;003;2;0896605;Wożuczyn-Cukrownia;0896663;0896605;2024-01-01
06;09;09;2;00;1;06;002;2;0384118;Kosarzew-Stróża-Kolonia;1021079;0384118;2024-01-01
06;01;03;2;00;1;12;003;2;0010665;Prokopiówka;1021381;0010665;2024-01-01
06;01;03;2;00;1;12;004;2;0010665;Złamany Most;1021547;0010665;2024-01-01
06;01;04;2;00;1;13;003;2;0011854;Rożyszcza;1021607;0011854;2024-01-01
06;01;08;2;00;1;13;003;2;0014746;Parcele;1022127;0014746;2024-01-01
06;01;08;2;00;1;06;003;2;0014640;Wojciechowo;1022162;0014640;2024-01-01
06;01;13;2;00;1;06;005;2;0018721;Miasto;1023799;0018721;2024-01-01
06;01;13;2;00;1;06;006;2;0018721;Rynek;1023871;0018721;2024-01-01
06;01;13;2;00;1;06;007;2;0018721;Wygon;1023902;0018721;2024-01-01
06;18;07;2;00;1;05;004;2;0896605;Zagumienki;1025456;0896605;2024-01-01
06;18;07;2;00;1;05;005;2;0896605;Zastaw;0896628;0896605;2024-01-01
06;11;08;2;00;1;27;002;2;0691665;Nowiny;0691547;0691665;2024-01-01
06;11;08;2;00;1;27;003;2;0691665;Pieńki;0691671;0691665;2024-01-01
06;11;08;2;00;1;27;004;2;0691665;Podlasie;0691688;0691665;2024-01-01
06;11;08;2;00;1;27;005;2;0691665;Podstawek;0691694;0691665;2024-01-01
06;02;04;2;00;1;01;002;2;0886469;Biszcza-Kolonia;1061311;0886469;2024-01-01
06;02;04;2;00;1;01;003;2;0886469;Biszcza-Osiedle;1061328;0886469;2024-01-01
06;01;18;2;00;1;13;005;2;0022020;Za Szosą;0022071;0022020;2024-01-01
06;03;06;2;00;1;01;002;2;0103906;Banki;1025663;0103906;2024-01-01
06;03;06;2;00;1;01;003;2;0103906;Kłodeń;1025692;0103906;2024-01-01
06;08;07;2;00;1;11;002;2;0384667;Nowodwór-Kolonia;0384680;0384667;2024-01-01
06;08;12;2;00;1;01;002;2;0390969;Brzostówka-Kolonia;0390975;0390969;2024-01-01
06;09;12;2;00;1;04;002;2;0391733;Rechtówek;0391740;0391733;2024-01-01
06;19;06;2;00;1;15;003;2;0109910;Szlachta;0109926;0109910;2024-01-01
06;06;05;2;00;1;13;002;2;0104372;Gajówka;1066099;0104372;2024-01-01
06;01;04;2;00;1;03;004;2;0011618;Muszyki;0011630;0011618;2024-01-01
06;01;04;2;00;1;03;005;2;0011618;Piszczki;0011647;0011618;2024-01-01
06;20;04;5;00;1;13;002;2;0891520;Potok;0891542;0891520;2024-01-01
06;01;04;2;00;1;03;006;2;0011618;Wygaryny;1021659;0011618;2024-01-01
06;01;04;2;00;1;03;007;2;0011618;Zaścianki;1021665;0011618;2024-01-01
06;18;08;2;00;1;14;004;2;0900407;Zagóra;1025485;0900407;2024-01-01
06;01;12;2;00;1;13;007;2;0018483;Wygnanka;0018508;0018483;2024-01-01
06;01;12;2;00;1;13;005;2;0018483;Nowina;0018537;0018483;2024-01-01
06;01;12;2;00;1;13;006;2;0018483;Trybówka;0018543;0018483;2024-01-01
06;04;04;2;00;1;02;002;2;0889031;Gołębowiec;0889048;0889031;2024-01-01
06;04;04;2;00;1;04;002;2;0889077;Cichobórz-Kolonia;0889083;0889077;2024-01-01
06;04;04;2;00;1;09;002;2;0889172;Dziekanów-Osada;0889189;0889172;2024-01-01
06;04;04;2;00;1;10;002;2;0889195;Gródek-Kolonia;0889203;0889195;2024-01-01
06;04;04;2;00;1;11;002;2;0889210;Husynne-Kolonia;0889226;0889210;2024-01-01
06;04;04;2;00;1;14;002;2;0889255;Kosmów-Kolonia;0889261;0889255;2024-01-01
06;04;04;2;00;1;17;003;2;0889344;Kolonia Masłomęcz;0889350;0889344;2024-01-01
06;04;04;2;00;1;17;002;2;0889344;Czerniczynek;0889367;0889344;2024-01-01
06;04;04;2;00;1;19;002;2;0889396;Kolonia Mieniany;0889404;0889396;2024-01-01
06;04;04;2;00;1;19;003;2;0889396;Mieniany-Osada;0889410;0889396;2024-01-01
06;04;04;2;00;1;24;002;2;0889491;Obrowiec-Kolonia;0889500;0889491;2024-01-01
06;04;04;2;00;1;27;002;2;0889580;Wołynka;0889597;0889580;2024-01-01
06;04;04;2;00;1;31;002;2;0889634;Ubrodowice-Kolonia;0889640;0889634;2024-01-01
06;04;05;2;00;1;30;002;2;0895362;Karczunek;0895043;0895362;2024-01-01
06;04;05;2;00;1;07;002;2;0895050;Romanów;0895066;0895050;2024-01-01
06;18;08;2;00;1;07;005;2;0900206;Podrusów;0900212;0900206;2024-01-01
06;18;08;2;00;1;07;002;2;0900206;Kolonia;0900229;0900206;2024-01-01
06;18;08;2;00;1;07;003;2;0900206;Nowinki;0900235;0900206;2024-01-01
06;18;08;2;00;1;07;004;2;0900206;Od Majdanu;0900241;0900206;2024-01-01
06;18;08;2;00;1;13;002;2;0900382;Kocudza;0900399;0900382;2024-01-01
06;18;08;2;00;1;15;002;2;0900420;Koszele;0900436;0900420;2024-01-01
06;18;08;2;00;1;15;003;2;0900420;Niwka-Gajówka;0900442;0900420;2024-01-01
06;18;08;2;00;1;15;004;2;0900420;Sikliwce;0900459;0900420;2024-01-01
06;18;08;2;00;1;15;005;2;0900420;Susiec;0900465;0900420;2024-01-01
06;18;02;2;00;1;03;002;2;0892725;Kolonia;0892731;0892725;2024-01-01
06;13;06;2;00;1;14;003;2;0019330;Siemień-Kolonia;0019347;0019330;2024-01-01
06;13;06;2;00;1;14;002;2;0019330;Barwinów;0019353;0019330;2024-01-01
06;03;14;2;00;1;08;003;2;0111107;Chełmska;0111113;0111107;2024-01-01
06;03;14;2;00;1;08;006;2;0111107;Nowinki;0111120;0111107;2024-01-01
06;03;14;2;00;1;08;008;2;0111107;Podkoczowie;0111142;0111107;2024-01-01
06;03;14;2;00;1;08;009;2;0111107;Stara Wieś;0111159;0111107;2024-01-01
06;03;14;2;00;1;08;010;2;0111107;Szkolna;0111165;0111107;2024-01-01
06;03;14;2;00;1;08;005;2;0111107;Leszczany-Kolonia;0111171;0111107;2024-01-01
06;03;14;2;00;1;08;002;2;0111107;Borodyska;0111188;0111107;2024-01-01
06;03;14;2;00;1;08;004;2;0111107;Góra;0111194;0111107;2024-01-01
06;01;11;5;00;1;17;008;2;1066863;Hulcze;0017153;1066870;2024-01-01
06;01;11;5;00;1;13;002;2;0017302;Hurbatka;1022788;0017302;2024-01-01
06;05;06;5;00;1;09;002;2;0799670;Luciniec;0799687;0799670;2024-01-01
06;05;06;5;00;1;09;003;2;0799670;Stara Wieś;0799693;0799670;2024-01-01
06;05;06;5;00;1;10;002;2;0799701;Kornelówka;0799718;0799701;2024-01-01
06;05;06;5;00;1;11;002;2;0799747;Przymiarki;0799753;0799747;2024-01-01
06;05;06;5;00;1;15;002;2;0799820;Dwór;0799836;0799820;2024-01-01
06;05;06;5;00;1;15;003;2;0799820;Grabczycha;0799842;0799820;2024-01-01
06;05;06;5;00;1;22;005;2;0799925;Folwark;0799960;0799954;2024-01-01
06;05;06;5;00;1;22;006;2;0799925;Kopaniny;0799977;0799954;2024-01-01
06;02;07;5;00;1;09;003;2;0890420;Zachoiny;0890301;0890420;2024-01-01
06;02;14;5;00;1;05;002;2;0903067;Gródki Drugie;0903073;0903067;2024-01-01
06;02;14;5;00;1;05;003;2;0903067;Gródki Pierwsze;0903080;0903067;2024-01-01
06;01;11;5;00;1;03;002;2;0017029;Grabówka;1022765;0017029;2024-01-01
06;03;15;5;00;1;18;002;2;0105727;Huta;1026295;0105727;2024-01-01
06;03;15;5;00;1;20;002;2;0105756;Izbica;1026326;0105756;2024-01-01
06;03;15;5;00;1;11;002;2;0105615;Żabia Wola;1026332;0105615;2024-01-01
06;03;15;5;00;1;08;002;2;0105532;Majdan;1026697;0105532;2024-01-01
06;04;03;2;00;1;06;003;2;0991114;Janki Górne;0888830;0991114;2024-01-01
06;04;03;2;00;1;06;002;2;0991114;Janki Dolne;0888847;0991114;2024-01-01
06;04;03;2;00;1;06;004;2;0991114;Marta;0888853;0991114;2024-01-01
06;04;03;2;00;1;06;005;2;0991114;Wieniawka;0888860;0991114;2024-01-01
06;04;03;2;00;1;10;002;2;0888907;Komora;0888913;0888907;2024-01-01
06;04;03;2;00;1;12;002;2;0888942;Marcinówka;0888959;0888942;2024-01-01
06;04;03;2;00;1;13;002;2;0888965;Starzeń;0888971;0888965;2024-01-01
06;04;03;2;00;1;15;002;2;0889002;Kraśnica;0889019;0889002;2024-01-01
06;07;10;2;00;1;19;002;2;0394230;Zadworze;0394246;0394230;2024-01-01
06;12;02;5;00;1;05;002;2;0381982;Chruślanki Małe;0381999;0381982;2024-01-01
06;12;02;5;00;1;14;002;2;0382088;Krasne;0382094;0382088;2024-01-01
06;12;02;5;00;1;17;002;2;0382154;Wymysłów;0382160;0382154;2024-01-01
06;12;02;5;00;1;19;002;2;0382208;Cegłówka;0382214;0382208;2024-01-01
06;12;02;5;00;1;24;002;2;0382272;Kurzajka;0382289;0382272;2024-01-01
06;12;02;5;00;1;24;004;2;0382272;Mała Graniczna;0382303;0382295;2024-01-01
06;12;02;5;00;1;25;002;2;0382310;Zaborcze;0382326;0382310;2024-01-01
06;12;02;5;00;1;25;003;2;0382310;Zakącie;0382332;0382310;2024-01-01
06;20;04;5;00;1;12;002;2;0891499;Turzyniec;0891513;0891499;2024-01-01
06;16;02;2;00;1;11;004;2;0674247;Własność;0674448;0674247;2024-01-01
06;16;02;2;00;1;11;003;2;0674247;Kusiak;0674454;0674247;2024-01-01
06;18;09;2;00;1;10;003;2;0901105;Petrynówka;0901128;0901105;2024-01-01
06;01;08;2;00;1;03;004;2;0014574;Dworszczyzna;0014605;0014574;2024-01-01
06;01;11;5;00;1;17;003;2;1066863;Chmielne;0017147;1066863;2024-01-01
06;01;11;5;00;1;13;009;2;0017302;Ogrodziska;1022966;0017302;2024-01-01
06;01;11;5;00;1;13;008;2;0017302;Ocionek;1022943;0017302;2024-01-01
06;05;04;2;00;1;02;002;2;0791190;Suchowola;0791250;0791190;2024-01-01
06;08;03;2;00;1;12;004;2;0380669;Stalownia;0380698;0380669;2024-01-01
06;15;03;5;00;1;01;003;2;0011140;Stara Wieś;0011162;0011140;2024-01-01
06;15;03;5;00;1;04;005;2;0011216;Stara Wieś;0011251;0011216;2024-01-01
06;01;11;5;00;1;17;002;2;1066863;Borowe;0017130;1066863;2024-01-01
06;09;15;2;00;1;23;002;2;1068508;Baldachów;0905445;1068508;2024-01-01
06;01;11;5;00;1;13;007;2;0017302;Międzyrowy;1022920;0017302;2024-01-01
06;15;03;5;00;1;06;003;2;0011274;Skruda;0011191;0011274;2024-01-01
06;12;03;2;00;1;09;002;2;0382898;Słotwiny-Pniaki-Kolonia;0382929;0382898;2024-01-01
06;09;15;2;00;1;23;006;2;1068508;Resztówka;0905474;1068514;2024-01-01
06;01;11;5;00;1;05;004;2;0017058;Lutnia;1022883;0017058;2024-01-01
06;01;11;5;00;1;05;005;2;0017058;Maciejówka;1022908;0017058;2024-01-01
06;01;11;5;00;1;03;003;2;0017029;Lisisko;1022854;0017029;2024-01-01
06;01;11;5;00;1;13;006;2;0017302;Liszczyk;1022860;0017302;2024-01-01
06;15;03;5;00;1;01;002;2;0011140;Awuls;0011156;0011140;2024-01-01
06;09;14;2;00;1;09;002;2;0393979;Zagrody;0393991;0393979;2024-01-01
06;09;14;2;00;1;14;002;2;0394045;Świdnik Duży-Leśniczówka;0394068;0394045;2024-01-01
06;01;11;5;00;1;12;003;2;0017294;Puhary B;1023055;0017294;2024-01-01
06;01;11;5;00;1;03;005;2;0017029;Pulcia;1023078;0017029;2024-01-01
06;01;14;2;00;1;09;002;2;0019689;Rynek;0019695;0019689;2024-01-01
06;01;11;5;00;1;03;004;2;0017029;Połód;1023026;0017029;2024-01-01
06;02;14;5;00;1;06;002;2;0903096;Polesiska;0903104;0903096;2024-01-01
06;12;02;5;00;1;14;003;2;0382088;Przedmieście;0382125;0382088;2024-01-01
06;01;11;5;00;1;13;011;2;0017302;Przy Rzece;1023049;0017302;2024-01-01
06;18;05;5;00;1;03;002;2;0892760;Bukowinka;0892777;0892760;2024-01-01
06;18;05;5;00;1;05;003;2;0892820;Pawliszcze;0892837;0892820;2024-01-01
06;18;05;5;00;1;15;003;2;0892984;Puńki;0892990;0892984;2024-01-01
06;07;08;5;00;1;17;002;2;0392655;Dziurdówka;0392661;0392655;2024-01-01
06;07;08;5;00;1;17;003;2;0392655;Sokołówka;0392678;0392655;2024-01-01
06;05;03;2;00;1;18;002;2;0790841;Sapy;0790858;0790841;2024-01-01
06;01;07;2;00;1;05;003;2;0014456;Sztab;1022021;0014456;2024-01-01
06;01;07;2;00;1;05;004;2;0014456;Zamieście;1022044;0014456;2024-01-01
06;03;11;5;00;1;05;004;2;0107465;Koło Kościoła;0107471;0107465;2024-01-01
06;03;11;5;00;1;08;002;2;0107519;Bilsko;0107525;0107519;2024-01-01
06;03;11;5;00;1;14;002;2;0107583;Za Szosą;0107590;0107583;2024-01-01
06;03;11;5;00;1;15;002;2;0107608;Maczuły;0107614;0107608;2024-01-01
06;03;11;5;00;1;19;002;2;0107650;Za Szosą;0107666;0107650;2024-01-01
06;03;11;5;00;1;20;002;2;0107672;Aleksandrówka;0107689;0107672;2024-01-01
06;03;11;5;00;1;20;003;2;0107672;Dębowce;0107695;0107672;2024-01-01
06;03;11;5;00;1;20;004;2;0107672;Lipówki;0107703;0107672;2024-01-01
06;03;11;5;00;1;20;005;2;0107672;Polskie Budy;0107710;0107672;2024-01-01
06;03;11;5;00;1;20;006;2;0107672;Zajamie;0107726;0107672;2024-01-01
06;03;11;5;00;1;22;002;2;0107749;Góra;0107755;0107749;2024-01-01
06;03;11;5;00;1;22;003;2;0107749;Wydmuchów;0107761;0107749;2024-01-01
06;03;11;5;00;1;22;004;2;0107749;Za Torfiskiem;0107778;0107749;2024-01-01
06;03;11;5;00;1;26;002;2;0107904;Maczuły;0107910;0107904;2024-01-01
06;03;11;5;00;1;26;005;2;0107904;Warszawka;0107927;0107904;2024-01-01
06;03;11;5;00;1;27;003;2;0107940;Nad Szosą;0107956;0107940;2024-01-01
06;03;11;5;00;1;29;002;2;0107979;Las;0107985;0107979;2024-01-01
06;03;11;5;00;1;29;003;2;0107979;Sachalin;0107991;0107979;2024-01-01
06;03;11;5;00;1;29;006;2;0107979;Konotopa;0108022;0108016;2024-01-01
06;03;11;5;00;1;29;007;2;0107979;Pniaki;0108039;0108016;2024-01-01
06;03;11;5;00;1;29;008;2;0107979;Podmajdan;0108045;0108016;2024-01-01
06;03;11;5;00;1;29;011;2;0107979;Tartak;0108068;0108051;2024-01-01
06;01;11;5;00;1;13;004;2;0017302;Komarno;1022819;0017302;2024-01-01
06;18;05;5;00;1;03;003;2;0892760;Hrebenne-Osada;0991232;0892760;2024-01-01
06;18;05;5;00;1;14;002;2;0892978;Nowosiółki Przednie;0991249;0892978;2024-01-01
06;18;05;5;00;1;14;003;2;0892978;Wólka Wierzbicka;0991255;0892978;2024-01-01
06;18;05;5;00;1;15;002;2;0892984;Miasteczko;0991580;0892984;2024-01-01
06;07;08;5;00;1;04;002;2;0392483;Rozdoły;1020039;0392483;2024-01-01
06;01;11;5;00;1;12;002;2;0017294;Kolonia Wolańska;1022802;0017294;2024-01-01
06;03;15;5;00;1;02;002;2;0105420;Tomaszówka;0105437;0105420;2024-01-01
06;03;15;5;00;1;03;002;2;0105443;Budki;0105450;0105443;2024-01-01
06;03;15;5;00;1;03;003;2;0105443;Piątki;0105466;0105443;2024-01-01
06;03;15;5;00;1;06;002;2;0105503;Zachań;0105510;0105503;2024-01-01
06;03;15;5;00;1;08;003;2;0105532;Piaski;0105555;0105532;2024-01-01
06;03;15;5;00;1;09;004;2;0105561;Popówka;0105578;0105561;2024-01-01
06;03;15;5;00;1;16;002;2;0105680;Cyganówka;0105696;0105680;2024-01-01
06;03;15;5;00;1;16;003;2;0105680;Majdan;0105704;0105680;2024-01-01
06;03;15;5;00;1;18;003;2;0105727;Klementynów;0105733;0105727;2024-01-01
06;03;15;5;00;1;23;002;2;0105785;Rudka;0105791;0105785;2024-01-01
06;03;15;5;00;1;24;002;2;0105800;Felczyn;0105816;0105800;2024-01-01
06;03;11;5;00;1;04;002;2;0107459;Dębina;1026711;0107459;2024-01-01
06;03;11;5;00;1;07;003;2;0107502;Glinianki;1026728;0107502;2024-01-01
06;03;11;5;00;1;07;004;2;0107502;Kąty;1026757;0107502;2024-01-01
06;03;11;5;00;1;03;002;2;0107442;Majdan;1026770;0107442;2024-01-01
06;03;11;5;00;1;04;003;2;0107459;Minków;1026786;0107459;2024-01-01
06;03;11;5;00;1;04;004;2;0107459;Pod Szosą;1026792;0107459;2024-01-01
06;03;11;5;00;1;03;003;2;0107442;Podborek;1026800;0107442;2024-01-01
06;03;11;5;00;1;26;003;2;0107904;Poruba;1026823;0107904;2024-01-01
06;03;11;5;00;1;16;002;2;0107620;Przymiarki;1026830;0107620;2024-01-01
06;03;11;5;00;1;26;004;2;0107904;Tarnowo;1026906;0107904;2024-01-01
06;03;11;5;00;1;07;005;2;0107502;Zalasek;1026929;0107502;2024-01-01
06;03;11;5;00;1;07;006;2;0107502;Zawieś;1026958;0107502;2024-01-01
06;03;11;5;00;1;29;009;2;0107979;Zwirynie;1026970;0108016;2024-01-01
06;03;11;5;00;1;07;002;2;0107502;Cegielnia;1027188;0107502;2024-01-01
06;07;08;5;00;1;02;002;2;0392460;Gorzelnia;1027254;0392460;2024-01-01
06;07;08;5;00;1;02;003;2;0392460;Kamionka;1027260;0392460;2024-01-01
06;07;08;5;00;1;06;002;2;0392508;Kozarówek;1027277;0392508;2024-01-01
06;01;11;5;00;1;02;002;2;0017012;Kuliki;1022831;0017012;2024-01-01
06;01;11;5;00;1;13;005;2;0017302;Kuźmij Kąt;1022848;0017302;2024-01-01
06;13;03;2;00;1;08;003;2;0016567;Leonówka;1023368;0016544;2024-01-01
06;01;11;5;00;1;05;003;2;0017058;Kościeniewicze-Kolonia;1022825;0017058;2024-01-01
06;01;11;5;00;1;13;010;2;0017302;Podlutynie;1022995;0017302;2024-01-01
06;01;11;5;00;1;17;009;2;1066863;Podpołoski;0017182;1066870;2024-01-01
06;08;09;2;00;1;08;002;2;0387298;Podraga;0387312;0387298;2024-01-01
06;01;11;5;00;1;05;006;2;0017058;Podżar;1023010;0017058;2024-01-01
06;01;11;5;00;1;13;003;2;0017302;Jasinowa Kłoda;1022794;0017302;2024-01-01
06;01;13;2;00;1;06;004;2;0018721;Kątek;0018750;0018721;2024-01-01
06;09;15;2;00;1;23;005;2;1068508;Kolenisty;0905468;1068514;2024-01-01
06;01;12;2;00;1;06;006;2;0018282;Kolonia Kołczyn;0018299;0018282;2024-01-01
06;01;12;2;00;1;06;007;2;0018282;Lody;1023517;0018282;2024-01-01
06;01;12;2;00;1;06;008;2;0018282;Ogródki;1023523;0018282;2024-01-01
06;01;12;2;00;1;06;009;2;0018282;Ornowszczyzna;1023530;0018282;2024-01-01
06;01;06;2;00;1;05;005;2;0013758;Kornac;1021760;0013758;2024-01-01
06;01;06;2;00;1;05;011;2;0013758;Sugry;1021783;0013758;2024-01-01
06;01;06;2;00;1;05;013;2;0013758;Zalewsze;1021790;0013758;2024-01-01
06;01;07;2;00;1;11;002;2;0014516;Budziszew;1021808;0014516;2024-01-01
06;01;07;2;00;1;05;002;2;0014456;Czerwony Dwór;1021814;0014456;2024-01-01
06;01;07;2;00;1;04;002;2;0014440;Gajki;1021820;0014440;2024-01-01
06;01;07;2;00;1;04;003;2;0014440;Kolonia Druga;1021843;0014440;2024-01-01
06;01;07;2;00;1;10;002;2;0014500;Kolonia Druga;1021850;0014500;2024-01-01
06;01;07;2;00;1;04;004;2;0014440;Kolonia Pierwsza;1021866;0014440;2024-01-01
